,reduction_to,time,mn_acc,mn_rec,mn_pre,std_acc,std_rec,std_pre
0,100,126830.794104483,0.8255579675947774,0.8229643239485203,0.8340439331299269,0.002509760798344907,0.002508515638591005,0.0024611347936779157
