,reduction_to,time,mn_acc,mn_rec,mn_pre,std_acc,std_rec,std_pre
0,100,134445.37103414303,0.8124296366210478,0.8084672762392191,0.8223705076399154,0.002340671730287313,0.0023572121716600915,0.0024659708564122966
